Subject ID,Duration,PK OR,PK Terms,PK Total,Intrinsic Load,Extraneous Load,Germane Load,Head Score,Tired Dif,Stress Dif,Annoy Dif,Bored Dif,Distract Dif,Retention OR1,Retention OR2,Retention OR Total,Retention OR %,Retention MC,Retention MC %,Retention Total,Retention Total %,Transfer MC,Transfer MC%,Transfer OR,Transfer OR%,Transfer Total,Transfer Total %,Age ,Gender,Fluency,Native,Relevancy,Animated?,Condition
96,21.16666667,0,3,5,6.333333333,7.5,6,3,1,-1,0,0,0,0,1,1,0.047619048,3,0.214285714,4,0.114285714,0,0,1,0.090909091,1,0.071428571,19,Female,Fluent,Native,Relevant,Static,Relevant Static
97,22.68333333,0,9,12,2.666666667,5.5,8,3,0,4,5,4,5,1,0,1,0.047619048,10,0.714285714,11,0.314285714,2,0.666666667,2,0.181818182,4,0.285714286,22,Male,Fluent,Non-Native,Relevant,Static,Relevant Static
98,27.6,1,9,11,4.666666667,10,9,1,-1,0,0,0,1,4,2,6,0.285714286,12,0.857142857,18,0.514285714,2,0.666666667,4,0.363636364,6,0.428571429,20,Female,Fluent,Native,Relevant,Static,Relevant Static
99,11.91666667,1,3,6,6,6,4.666666667,4,0,0,0,0,0,0,1,1,0.047619048,5,0.357142857,6,0.171428571,2,0.666666667,0,0,2,0.142857143,20,Female,Fluent,Native,Relevant,Static,Relevant Static
100,14.86666667,2,5,9,6.666666667,5,6.333333333,1,1,2,-1,0,0,0,1,1,0.047619048,7,0.5,8,0.228571429,2,0.666666667,4,0.363636364,6,0.428571429,21,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
101,21.95,0,6,7,6,5.5,6.666666667,2,5,1,0,0,1,3,1,4,0.19047619,14,1,18,0.514285714,0,0,2,0.181818182,2,0.142857143,20,Female,Fluent,Native,Relevant,Static,Relevant Static
102,19.58333333,0,0,1,4.333333333,6,3.666666667,4,0,0,0,-1,-1,2,1,3,0.142857143,5,0.357142857,8,0.228571429,1,0.333333333,2,0.181818182,3,0.214285714,19,Female,Fluent,Native,Relevant,Static,Relevant Static
103,23.01666667,0,3,5,6.333333333,7,5.666666667,3,0,-1,2,1,-1,0,0,0,0,7,0.5,7,0.2,3,1,3,0.272727273,6,0.428571429,21,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
104,20.78333333,0,2,3,5,5.5,8,4,2,0,0,1,-1,0,1,1,0.047619048,11,0.785714286,12,0.342857143,1,0.333333333,2,0.181818182,3,0.214285714,20,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
105,21.66666667,0,10,11,2.666666667,8,5.333333333,2,0,0,0,0,0,0,0,0,0,8,0.571428571,8,0.228571429,2,0.666666667,3,0.272727273,5,0.357142857,18,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
106,20.45,2,10,15,2.666666667,2,3.666666667,2,0,-1,-2,-1,-1,0,2,2,0.095238095,11,0.785714286,13,0.371428571,2,0.666666667,3,0.272727273,5,0.357142857,21,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
107,18.16666667,0,3,5,6.333333333,7.5,5,4,-2,1,0,1,-2,0,1,1,0.047619048,8,0.571428571,9,0.257142857,1,0.333333333,4,0.363636364,5,0.357142857,20,Female,Fluent,Native,Relevant,Static,Relevant Static
108,24.15,0,5,6,7.333333333,9,7.666666667,2,-1,1,1,1,-1,2,1,3,0.142857143,6,0.428571429,9,0.257142857,2,0.666666667,1,0.090909091,3,0.214285714,22,Female,Fluent,Native,Relevant,Static,Relevant Static
109,17.73333333,0,8,10,2.666666667,7,8.333333333,3,2,-1,0,2,3,0,1,1,0.047619048,3,0.214285714,4,0.114285714,2,0.666666667,1,0.090909091,3,0.214285714,18,Female,Fluent,Native,Relevant,Static,Relevant Static
110,14.88333333,0,0,1,3.333333333,5,2.333333333,2,-1,-1,-2,-2,-2,0,0,0,0,7,0.5,7,0.2,2,0.666666667,2,0.181818182,4,0.285714286,18,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
111,16.76666667,0,7,9,6.666666667,7.5,5.333333333,3,0,-1,0,-1,-1,1,2,3,0.142857143,9,0.642857143,12,0.342857143,1,0.333333333,5,0.454545455,6,0.428571429,18,Female,Fluent,Native,Relevant,Static,Relevant Static
112,18.83333333,0,6,7,4.666666667,6.5,6,2,-3,0,-2,-4,-2,0,0,0,0,4,0.285714286,4,0.114285714,2,0.666666667,2,0.181818182,4,0.285714286,21,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
113,13.8,0,0,1,5.333333333,8,4,3,-1,-1,-1,-1,-2,0,0,0,0,6,0.428571429,6,0.171428571,3,1,3,0.272727273,6,0.428571429,20,Female,Fluent,Native,Relevant,Static,Relevant Static
114,12.71666667,0,1,2,2.333333333,3,3.666666667,2,-2,-1,-1,-2,-2,1,1,2,0.095238095,9,0.642857143,11,0.314285714,2,0.666666667,1,0.090909091,3,0.214285714,20,Female,Fluent,Native,Relevant,Static,Relevant Static
115,28.35,0,5,6,6.666666667,8,9,3,-1,0,-2,-2,-1,0,2,2,0.095238095,11,0.785714286,13,0.371428571,2,0.666666667,2,0.181818182,4,0.285714286,19,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
116,25.95,0,2,4,3.666666667,9.5,7.666666667,2,-1,0,0,-2,-3,0,0,0,0,5,0.357142857,5,0.142857143,2,0.666666667,3,0.272727273,5,0.357142857,18,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
117,16.76666667,0,3,4,2,8,3.666666667,2,1,-1,-2,1,-2,1,0,1,0.047619048,6,0.428571429,7,0.2,2,0.666666667,1,0.090909091,3,0.214285714,22,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
118,18.53333333,0,9,10,3.666666667,6,5.333333333,3,-1,1,-3,-1,-1,2,2,4,0.19047619,10,0.714285714,14,0.4,1,0.333333333,3,0.272727273,4,0.285714286,20,Female,Fluent,Native,Relevant,Static,Relevant Static
119,22.41666667,1,2,4,4,8,2,4,0,0,0,0,-2,1,1,2,0.095238095,7,0.5,9,0.257142857,0,0,1,0.090909091,1,0.071428571,19,Female,Fluent,Non-Native,Relevant,Static,Relevant Static
120,17.85,1,4,7,4.333333333,8.5,3.333333333,3,2,3,0,0,0,0,2,2,0.095238095,9,0.642857143,11,0.314285714,3,1,2,0.181818182,5,0.357142857,22,Female,Fluent,Native,Relevant,Static,Relevant Static
