Participant ID ,Qualtrics ID,Duration (min),PK OR ,PK Self-Rating,PK Terms,PK Total,Intrinsic Load,Extraneous Load,Germane Load,Retention OR1,Retention OR2,Retention OR3,OR Retention Total,MC Retention,Retention Total,Transfer OR1,Transfer OR2,Transfer OR3,Transfer OR Total,Transfer MC,Transfer Total,Delay,Relevancy,Animated?,Fluent,Native
253,R_2uKdFU0JCG7PlCa,26.3,3,4,5,12,3,8,5.333333333,3,1,2,6,11,17,2,1,0,3,3,6,Immediate,Relevant,Animation,1,1
254,R_3shqUWRjqPH1Hz7,55.86666667,0,2,9,11,3,7,5,3,1,2,6,12,18,1,1,1,3,2,5,Delayed,Irrelevant,Static,1,2
255,R_3hzRPX4981LfD4W,21.28333333,2,1,3,6,7,8.25,3,2,0,2,4,9,13,1,1,0,2,2,4,Immediate,Irrelevant,Static,1,1
256,R_1H0oURjQmchhOPt,25.81666667,0,1,7,8,4,8.25,5,2,0,2,4,10,14,2,1,1,4,2,6,Delayed,Irrelevant,Animation,1,1
257,R_2Tv29wT9fxnfF4b,29.45,2,3,7,12,6.333333333,6.25,4,5,1,2,8,12,20,1,1,0,2,2,4,Delayed,Irrelevant,Animation,1,2
258,R_8iFBUzt31JKivyV,33.61666667,0,1,5,6,3.666666667,9.5,6.666666667,2,0,0,2,6,8,0,1,1,2,1,3,Immediate,Relevant,Static,1,2
259,R_3RlIyCpFDPZ8BOQ,16.4,0,1,4,5,2,7.5,3,2,0,1,3,6,9,1,0,1,2,1,3,Delayed,Relevant,Animation,1,1
260,R_1EhTEkx9sEzXEIQ,16.51666667,0,1,0,1,0.333333333,3.75,0,3,0,0,3,5,8,1,1,0,2,1,3,Immediate,Irrelevant,Static,1,1
261,R_1jOOjGKVbgh9Y0q,18.63333333,0,2,3,5,7,6.5,9,1,0,1,2,3,5,0,1,0,1,2,3,Delayed,Relevant,Animation,1,2
262,R_ODoyJrZR3umAXrH,21.01666667,0,1,0,1,6.333333333,9,8.333333333,1,1,0,2,11,13,1,1,0,2,2,4,Immediate,Irrelevant,Animation,1,2
263,R_2DRzAz83H6ivMmI,20.1,1,2,7,10,3.666666667,5.25,6.333333333,2,0,1,3,8,11,0,1,1,2,2,4,Delayed,Relevant,Static,1,1
264,R_2wKMUyNoOb0O93M,27.91666667,0,1,0,1,2.666666667,5.5,3,2,0,0,2,6,8,0,1,0,1,1,2,Delayed,Relevant,Static,1,2
265,R_efyKCMSa65Ze3W9,15.03333333,0,2,4,6,3,4.5,4,0,0,2,2,8,10,1,1,1,3,1,4,Immediate,Relevant,Animation,1,2
266,R_2R24Rt83G6mg9Pg,22.33333333,1,1,2,4,7.333333333,6.5,7,3,3,2,8,11,19,1,0,0,1,1,2,Immediate,Irrelevant,Animation,1,1
267,R_1IhgslvZXma5nBi,24.53333333,2,3,5,10,3.666666667,7.25,5.333333333,2,0,3,5,5,10,1,0,1,2,2,4,Delayed,Irrelevant,Static,1,1
268,R_1jUuXLXWro9GiWN,25.35,0,3,5,8,7,8.5,5.666666667,2,0,1,3,8,11,1,1,1,3,2,5,Delayed,Irrelevant,Static,1,1
269,R_10Nqeo8XBmUf4ih,16.35,0,1,1,2,4.666666667,5.75,3,1,0,0,1,6,7,1,0,0,1,1,2,Immediate,Irrelevant,Animation,1,1
270,R_e9fDgIobd3Tq1m9,16.8,0,1,0,1,2.333333333,4,2.666666667,4,0,1,5,7,12,1,1,1,3,2,5,Immediate,Relevant,Animation,1,1
271,R_3L0eQs5C3iQDfgY,55.03333333,1,3,8,12,5,5.75,7,5,0,0,5,10,15,0,1,0,1,0,1,Delayed,Relevant,Static,1,2
272,R_2BfypY2BRR7JLkk,22.01666667,0,1,1,2,3,8,6.666666667,1,0,0,1,8,9,0,1,1,2,2,4,Immediate,Relevant,Static,1,2
273,R_9TATJVhCfggujSN,23.06666667,1,1,0,2,2.666666667,7.5,5.333333333,3,0,0,3,5,8,2,1,1,4,3,7,Delayed,Irrelevant,Animation,1,1
274,R_Xu0gpXYKtP7bxol,23.11666667,2,2,8,12,7.333333333,7.5,10,4,0,1,5,6,11,1,1,0,2,2,4,Immediate,Relevant,Static,1,1
275,R_AHAYvPkGpduxarT,24.8,0,1,3,4,5,8.25,7.333333333,2,1,1,4,11,15,2,1,1,4,2,6,Immediate,Irrelevant,Static,1,1
276,R_sApH8Pgyyntisxj,20.83333333,0,1,0,1,4.333333333,6.5,5,0,0,1,1,6,7,1,0,0,1,1,2,Immediate,Relevant,Animation,2,2
277,R_D8jFeaEIGrAK3mh,23.68333333,0,2,0,2,7,8,4.666666667,1,0,0,1,5,6,0,0,1,1,0,1,Delayed,Relevant,Animation,2,2
278,R_3Lj8SS53ezEXCgg,30.6,0,3,1,4,10,10,9,2,0,0,2,7,9,0,1,0,1,2,3,Delayed,Irrelevant,Animation,1,2
279,R_2ASEW2oCDfTUdUx,29.75,0,3,2,5,5.666666667,10,3.333333333,2,2,0,4,5,9,0,2,0,2,2,4,Delayed,Irrelevant,Static,1,2
280,R_1pDtcEsIidRFkMN,26.53333333,1,1,9,11,4,7.75,5,5,0,0,5,11,16,1,1,0,2,1,3,Immediate,Relevant,Static,1,1
281,R_AndRsH1KrqNXHsR,29.51666667,1,1,3,5,0.666666667,3,0.333333333,2,0,0,2,5,7,1,0,0,1,2,3,Delayed,Irrelevant,Static,1,1
282,R_264tqB4IYFixof7,21.8,0,2,0,2,5,9,4.666666667,0,0,0,0,4,4,1,0,0,1,2,3,Immediate,Irrelevant,Animation,1,2
283,R_28H9XohPlyPc5IT,23.7,0,1,4,5,5.333333333,7.25,6,4,0,2,6,11,17,2,1,1,4,2,6,Immediate,Relevant,Static,1,2
284,R_3emn56kn8fbtK4r,24.81666667,0,1,3,4,3.333333333,7.25,6.666666667,1,0,2,3,8,11,0,0,0,0,2,2,Delayed,Relevant,Animation,1,2
285,R_3J8A2gq5POuRuHN,19.03333333,1,3,8,12,8.333333333,8.25,9.333333333,2,0,3,5,4,9,0,1,0,1,2,3,Delayed,Irrelevant,Animation,1,2
286,R_2dm5QVerB3N7ttS,24.95,1,1,0,2,9.333333333,9.25,6.333333333,5,2,2,9,12,21,1,1,1,3,2,5,Immediate,Relevant,Animation,,1
287,R_3s5koToOFmqlzCZ,27.98333333,1,3,4,8,6,6.75,5.666666667,3,0,2,5,6,11,1,1,1,3,2,5,Delayed,Irrelevant,Static,1,1
288,R_wSrWtwhFNERWFuV,24.08333333,0,3,0,3,4.666666667,7.5,1.666666667,0,0,0,0,2,2,0,1,0,1,1,2,Immediate,Relevant,Animation,1,2
289,R_3p4rbNmP1Kp0gqD,18.61666667,1,2,0,3,5.666666667,9,8,5,0,0,5,9,14,0,1,0,1,1,2,Immediate,Relevant,Static,1,1
290,R_1QxUhmgSBpA6hdc,20.31666667,1,1,1,3,2,3.75,6.666666667,2,0,0,2,9,11,1,1,1,3,1,4,Delayed,Irrelevant,Static,1,1
291,R_3MzL6SMBD9C5YAy,24.28333333,0,1,0,1,1,10,2.666666667,3,1,0,4,8,12,0,1,0,1,1,2,Delayed,Irrelevant,Animation,1,1
292,R_2CQGd1xKu9tsWUN,26.48333333,0,2,5,7,1,2.5,7.333333333,1,1,0,2,10,12,0,1,0,1,1,2,Delayed,Relevant,Static,1,1
293,R_3PTRRAEROUjBYr3,21.03333333,2,2,10,14,3.333333333,7.75,7.666666667,1,0,1,2,10,12,2,1,1,4,2,6,Immediate,Irrelevant,Static,1,1
294,R_3Rkdj6jn7imohsY,25.05,2,3,8,13,6.333333333,7,4.666666667,4,2,2,8,7,15,1,1,0,2,3,5,Delayed,Relevant,Animation,1,1
295,R_2P6AMpWFYtpB32F,26.3,0,1,2,3,5.333333333,6.5,6.333333333,2,0,1,3,8,11,0,1,0,1,3,4,Immediate,Irrelevant,Animation,1,2
296,R_3RmTVy8yAKAObe5,12.6,0,3,6,9,6.666666667,7.75,4.666666667,2,0,0,2,10,12,0,1,0,1,3,4,Immediate,Relevant,Static,1,1
297,R_Y5GgCs14KQlQEW5,12.71666667,0,3,1,4,6.333333333,6,3.666666667,2,0,0,2,4,6,0,1,0,1,1,2,Immediate,Irrelevant,Animation,1,2
298,R_tDjBH5GqCqRWObL,18.75,0,3,9,12,3.333333333,8,6.666666667,3,1,2,6,9,15,1,2,1,4,3,7,Delayed,Irrelevant,Static,1,1
299,R_12RsScErxzookUy,27.2,0,2,11,13,6,6.75,6.333333333,4,7,2,13,13,26,1,1,0,2,2,4,Delayed,Relevant,Animation,1,1
300,R_1gHiRKhBi2WEkEQ,18.58333333,0,1,1,2,1.333333333,1.5,1.333333333,3,1,0,4,8,12,1,1,1,3,1,4,Delayed,Irrelevant,Static,1,2
301,R_1oon7unYkuoUvoV,20.63333333,2,3,3,8,5.666666667,6.5,3.333333333,2,0,2,4,11,15,1,1,0,2,3,5,Delayed,Irrelevant,Animation,1,1
302,R_2cwKuc0Fw4vchiI,22.31666667,0,5,1,6,3.333333333,4.25,4.666666667,1,0,0,1,5,6,0,0,0,0,1,1,Immediate,Relevant,Static,1,2
303,R_ZCNCx2kXSyfdEXL,23.36666667,0,2,7,9,5.666666667,6.75,6,2,1,1,4,12,16,1,1,0,2,3,5,Immediate,Relevant,Animation,1,1
304,R_8qUhaW2IxPBRWF3,12.58333333,0,2,0,2,5.666666667,6.5,3.666666667,2,0,0,2,6,8,0,1,0,1,1,2,Immediate,Irrelevant,Animation,2,2
305,R_3GfVVmxe2U7FiGe,23.03333333,0,2,6,8,5.333333333,7,6.666666667,2,1,2,5,9,14,2,0,0,2,2,4,Delayed,Relevant,Animation,1,1
306,R_1daXsen8UC92XdD,21.83333333,0,1,5,6,4.333333333,4.75,8.333333333,2,2,2,6,6,12,1,1,1,3,2,5,Immediate,Irrelevant,Static,1,1
307,R_2dT4ZOQ4XT0inLJ,35.96666667,2,1,3,6,4,6.75,8,1,0,0,1,11,12,2,0,1,3,2,5,Delayed,Relevant,Static,1,1
308,R_2l5gKbH7lm5ft8B,17.36666667,0,1,6,7,3,6.25,3,1,0,0,1,5,6,0,0,0,0,2,2,Delayed,Relevant,Animation,1,2
309,R_3qxTiymU8SQXfSh,19.21666667,0,2,4,6,2.666666667,6.25,5,2,1,1,4,9,13,2,1,0,3,3,6,Immediate,Irrelevant,Animation,1,2
310,R_25njYkBSfx9Pial,21.05,3,3,12,18,7,7.75,2.333333333,5,1,2,8,10,18,1,0,0,1,2,3,Immediate,Relevant,Static,2,2
311,R_3JpYItr30SW4SP3,21.3,1,2,1,4,7.333333333,8,6.666666667,1,0,3,4,12,16,2,1,1,4,1,5,Delayed,Irrelevant,Static,1,2
312,R_1d60euzAQm8NYsO,19.76666667,0,1,4,5,4.333333333,5.75,5,2,0,0,2,6,8,1,0,0,1,1,2,Delayed,Irrelevant,Static,1,2
313,R_2zhDymYZ9ASN6nm,20.03333333,2,3,7,12,5.666666667,7.25,7.333333333,2,0,1,3,10,13,0,1,1,2,2,4,Immediate,Relevant,Static,1,2
314,R_6mR4sISXtYPcwZb,23.31666667,1,2,5,8,3,9.5,7.666666667,3,2,0,5,7,12,1,1,0,2,1,3,Delayed,Relevant,Animation,1,1
315,R_2rHlRN34uAqcoeL,12.23333333,0,1,1,2,1,1,9,0,0,0,0,3,3,1,0,0,1,0,1,Immediate,Irrelevant,Animation,1,2
316,R_8q9duTwZZ8fTRiV,16.18333333,0,2,0,2,2.333333333,1.75,3,1,0,0,1,6,7,0,0,0,0,2,2,Immediate,Relevant,Static,1,1
317,R_5pvckqN1ZCPxEDD,20.48333333,3,3,13,19,3.333333333,2,5.333333333,3,1,2,6,8,14,2,0,1,3,3,6,Immediate,Irrelevant,Static,1,2
318,R_2UYHx6VYRfRxcP9,23.08333333,0,2,1,3,6.666666667,7,4.666666667,2,0,1,3,10,13,1,0,1,2,0,2,Delayed,Irrelevant,Animation,1,2
319,R_z8XdXrBBUti0LQd,45.38333333,0,1,8,9,4.333333333,6.25,6.666666667,2,0,2,4,7,11,1,1,0,2,1,3,Delayed,Relevant,Animation,1,1
320,R_3hyWv2D727mJyRf,21.83333333,2,3,12,17,7.666666667,4.75,3.333333333,4,1,1,6,10,16,1,1,0,2,3,5,Immediate,Irrelevant,Static,1,2
321,R_XTJkC4mxEFCttgR,28.33333333,0,1,3,4,5,9,5,4,2,0,6,12,18,2,1,1,4,2,6,Delayed,Relevant,Animation,1,1
322,R_2SvFPVnmPubQILF,30.2,2,1,8,11,5.666666667,5,4.333333333,2,1,1,4,8,12,1,1,1,3,3,6,Delayed,Relevant,Static,1,1
323,R_ulIEIrMf3WKnUGJ,16.7,0,1,0,1,3.333333333,5,4.333333333,0,1,0,1,8,9,0,0,1,1,2,3,Immediate,Irrelevant,Animation,1,1
324,R_2DU3goX6kzG0eDE,25.18333333,0,1,0,1,2.666666667,7.5,2,2,0,0,2,11,13,2,0,0,2,1,3,Delayed,Relevant,Animation,1,2
325,R_2Et4m3dcEfqiJNm,27.15,1,3,3,7,6.666666667,7.75,6.333333333,3,0,1,4,11,15,2,1,0,3,3,6,Immediate,Irrelevant,Animation,1,1
326,R_qClTa1pl2LlPBZL,16.4,0,3,7,10,5.333333333,7.5,7.333333333,1,0,0,1,9,10,2,0,1,3,1,4,Immediate,Relevant,Static,1,1
327,R_YSOmTI3uAxK9Vx7,20.91666667,0,1,6,7,5.333333333,5.25,3,4,5,3,12,12,24,2,1,1,4,1,5,Delayed,Irrelevant,Static,1,1
328,R_3JCanhOhV8bF9Eu,21.93333333,0,2,11,13,4.666666667,9,6,4,3,0,7,8,15,2,1,0,3,3,6,Delayed,Irrelevant,Animation,1,1
329,R_D8dLiL8CglB5V3X,23.16666667,0,2,9,11,4,7.25,5.666666667,3,1,0,4,6,10,1,1,0,2,1,3,Delayed,Irrelevant,Static,1,2
330,R_3k0vHJddTbP5gGg,23,0,2,3,5,3.666666667,3.75,7.666666667,1,1,1,3,8,11,1,1,0,2,1,3,Delayed,Relevant,Static,1,2
331,R_2zj4wiuY78zgF9X,24.06666667,0,3,10,13,4,6.25,6.333333333,3,0,1,4,11,15,1,1,0,2,3,5,Immediate,Relevant,Animation,1,2
332,R_2qxz28hgblrOch8,20.83333333,1,1,0,2,1,4.75,4.333333333,3,2,0,5,13,18,1,0,0,1,3,4,Immediate,Relevant,Static,1,1
333,R_2QoE4bPJbF8lZmZ,21.55,2,1,3,6,3,8.25,7.333333333,3,0,2,5,12,17,1,1,0,2,3,5,Immediate,Irrelevant,Animation,1,2
334,R_21aYXCVvpOGnWNC,24.38333333,0,1,4,5,7,7.75,2.333333333,2,1,0,3,8,11,1,1,0,2,1,3,Delayed,Irrelevant,Static,1,1
335,R_2B8rDJvLGzw8YHC,28.91666667,0,1,0,1,7.666666667,8.75,5.333333333,2,0,0,2,12,14,1,0,0,1,2,3,Immediate,Relevant,Animation,1,1
336,R_3synNj8zqhBYzwi,26.13333333,0,2,5,7,6,5.5,4.666666667,3,1,0,4,12,16,1,1,0,2,2,4,Delayed,Relevant,Animation,1,1
337,R_22wX4RirPuoxTYp,27.65,2,3,4,9,4,7,5.666666667,2,0,2,4,9,13,0,1,2,3,2,5,Immediate,Irrelevant,Animation,1,1
338,R_O9Uh9jDZUCkO5Vf,28.83333333,0,3,8,11,3.666666667,7.25,7.333333333,4,4,2,10,14,24,0,1,0,1,2,3,Immediate,Irrelevant,Static,1,1
339,R_1rph2wty4rTCGHw,20.36666667,0,2,6,8,2.333333333,9.5,8.333333333,2,4,2,8,13,21,0,1,0,1,1,2,Delayed,Relevant,Static,1,1
340,R_1Ora8tJ1xsY7lhX,19.8,0,1,4,5,3.333333333,5.75,6,2,2,1,5,10,15,0,1,0,1,1,2,Delayed,Relevant,Animation,1,1
341,R_2R37yIFgEdHYsrW,25.8,0,1,9,10,4.333333333,7.25,3.333333333,1,0,0,1,7,8,1,0,0,1,3,4,Immediate,Irrelevant,Static,2,2
342,R_325ty16YZTfAZKw,23.68333333,1,2,2,5,5.333333333,10,7.666666667,3,1,1,5,11,16,1,1,1,3,3,6,Delayed,Relevant,Static,1,1
343,R_2PqlMuHlDGB37qY,32.45,0,1,4,5,6.333333333,5.5,8.666666667,2,1,3,6,6,12,1,1,0,2,2,4,Immediate,Irrelevant,Animation,1,2
344,R_3EbWPQ0CkUXmx7O,13.73333333,0,2,4,6,6,6.5,6,2,0,0,2,5,7,0,1,0,1,0,1,Immediate,Irrelevant,Static,1,1
345,R_2Y9Wik4twxguGI3,17.15,0,1,2,3,4.333333333,3.75,2,1,1,3,5,8,13,1,1,0,2,2,4,Delayed,Irrelevant,Animation,1,1
346,R_1EXrV6hKikIIlfH,22.08333333,0,1,12,13,4.333333333,7.5,6.333333333,4,1,2,7,13,20,1,0,0,1,1,2,Immediate,Relevant,Static,1,1
347,R_32KKc9gfvsIuxTQ,25.16666667,2,3,12,17,5.333333333,7.25,5.666666667,4,4,0,8,11,19,1,1,1,3,1,4,Delayed,Relevant,Animation,1,1
348,R_2ZDB6WU2NRCsD92,25.6,0,2,2,4,3,5,3.333333333,0,0,1,1,6,7,0,1,0,1,1,2,Delayed,Irrelevant,Static,1,2
349,R_2zeYcD3Kx0Knnrq,25.78333333,0,2,0,2,6.333333333,7,5.333333333,2,0,2,4,3,7,0,0,0,0,0,0,Immediate,Relevant,Animation,1,1
350,R_2zTG7Xj6j9qkCMJ,14.18333333,0,1,2,3,4.666666667,8.75,4,2,0,0,2,9,11,1,1,1,3,1,4,Delayed,Irrelevant,Animation,1,1
351,R_27j24qwODka68BC,17.7,0,2,3,5,2,8.75,9,1,0,0,1,5,6,0,0,0,0,0,0,Immediate,Relevant,Static,1,1
352,R_2fwV48KKGjSEw2R,22.63333333,0,3,7,10,5.666666667,7.5,6.666666667,2,0,0,2,6,8,2,1,1,4,2,6,Immediate,Relevant,Static,1,1
353,R_e2LdEBmXoErT77r,19.38333333,0,2,7,9,5,5,4.333333333,3,2,0,5,5,10,1,0,1,2,1,3,Delayed,Irrelevant,Animation,1,1
354,R_3hygiSwJHTEpJSS,52.28333333,2,3,5,10,3.333333333,6,6.333333333,0,0,0,0,7,7,0,1,0,1,1,2,Immediate,Relevant,Animation,1,2
355,R_1pSebVWMkmiMt44,21.71666667,3,3,16,22,8.333333333,9,4.666666667,4,9,2,15,13,28,1,2,1,4,3,7,Immediate,Relevant,Animation,1,1
356,R_2WvDkcnoz8m1YFU,35.25,1,1,0,2,7,9,6,1,1,0,2,6,8,0,1,0,1,1,2,Delayed,Irrelevant,Static,1,2
357,R_2zD2SSTm1RjHJ82,28.61666667,0,1,3,4,4.333333333,7.75,5,2,0,3,5,9,14,0,1,0,1,1,2,Delayed,Relevant,Static,1,2
358,R_umfYFp44PZr7TEZ,30.2,3,1,7,11,4,5.5,6,2,1,2,5,13,18,2,0,1,3,2,5,Delayed,Irrelevant,Static,1,2
359,R_1rctBGGzyMZteVU,20.3,0,1,3,4,6,9.5,8,4,1,2,7,11,18,2,0,1,3,2,5,Immediate,Irrelevant,Animation,1,1
360,R_2zBXyopQwJFYGf6,22.8,2,4,12,18,4.333333333,6.75,4,4,0,1,5,5,10,1,1,0,2,2,4,Delayed,Relevant,Static,1,2
361,R_1dyI422KSdsyQtz,30.95,3,5,8,16,4.666666667,8.75,7,5,8,2,15,10,25,2,2,0,4,3,7,Immediate,Relevant,Animation,1,1
362,R_3MT3dM6uguGN9dF,32.38333333,1,2,7,10,4,2.25,2,4,1,0,5,11,16,1,1,0,2,2,4,Delayed,Irrelevant,Static,1,1
363,R_SBiJHIPZvObRkcx,14.95,0,2,0,2,2.333333333,5.25,4.666666667,1,0,0,1,8,9,1,0,0,1,3,4,Immediate,Irrelevant,Animation,1,1
364,R_2rDvJggYsdJJcQP,21.4,1,1,7,9,2.666666667,8.75,9.333333333,3,3,2,8,10,18,1,1,0,2,2,4,Immediate,Irrelevant,Animation,1,1
365,R_3WpjyDwGIoQ7pJf,23.36666667,0,3,6,9,6.333333333,5.75,7.333333333,2,2,1,5,11,16,2,2,0,4,2,6,Delayed,Relevant,Static,1,1
366,R_z6V5ICb1sLEKZQB,24.78333333,1,1,4,6,4.333333333,7.25,4.333333333,4,3,2,9,11,20,2,1,1,4,2,6,Delayed,Relevant,Animation,1,1
367,R_QgMOL8CkKt44dOh,18.18333333,0,3,1,4,6,6.5,3.333333333,1,0,0,1,5,6,0,1,0,1,2,3,Immediate,Relevant,Static,1,2
368,R_1qWGouvDDGGve4k,24.88333333,1,3,11,15,5.666666667,8,6,3,0,2,5,12,17,2,1,0,3,2,5,Delayed,Irrelevant,Animation,1,2
369,R_3QLykoAVVNGx8wD,25.88333333,0,2,7,9,7,7,6.666666667,3,0,0,3,10,13,1,1,1,3,1,4,Immediate,Irrelevant,Static,1,2
370,R_2Bgti22KRLaf8WU,33.76666667,2,3,6,11,5,4,2.333333333,4,0,1,5,11,16,1,1,0,2,1,3,Immediate,Relevant,Animation,1,1
371,R_7TFeGtwQyQ4yBzz,19.5,2,4,16,22,10,7.5,1.333333333,2,0,1,3,7,10,1,0,1,2,2,4,Delayed,Irrelevant,Static,1,2
